,Vehicle_ID,Frame_ID,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,Lane_ID,Location
0,2482,7491,11188477280,9.406128,425.903136,1966610.1777192,570711.5518944,4.2672,1.95072,2,49.37760000000001,3,us-101
1,2482,7507,11188477296,9.40308,447.90055199999995,1966626.6853823997,570697.0915728001,4.2672,1.95072,2,49.37760000000001,3,us-101
2,2482,7512,11188477301,9.390888,454.764648,1966631.8508279999,570692.5668168,4.2672,1.95072,2,48.81798720000001,3,us-101
3,2482,7536,11188477325,9.750552,485.88167999999996,1966655.0976192,570671.7791520001,4.2672,1.95072,2,41.92706880000001,3,us-101
4,2482,7549,11188477338,9.415272,500.94184800000005,1966666.7059272,570662.1608832001,4.2672,1.95072,2,44.20941120000001,3,us-101
5,2482,7567,11188477356,9.11352,523.058136,1966683.2800368,570647.7761520001,4.2672,1.95072,2,43.5290976,3,us-101
6,2482,7572,11188477361,9.092184,528.9560160000002,1966687.8904416,570643.7747375999,4.2672,1.95072,2,43.12310400000001,3,us-101
7,2482,7574,11188477363,9.107424,531.351744,1966689.6893711998,570642.2065415999,4.2672,1.95072,2,42.1574976,3,us-101
8,2482,7576,11188477365,9.11352,533.649936,1966691.4233784,570640.7081448,4.2672,1.95072,2,41.24675520000001,3,us-101
9,2482,7585,11188477374,9.162288,543.7479599999999,1966699.0549608,570634.0851455999,4.2672,1.95072,2,38.8217664,3,us-101
10,2482,7593,11188477382,9.180576,552.291504,1966705.4575896002,570628.5210216,4.2672,1.95072,2,36.69304320000001,3,us-101
11,2482,7607,11188477396,9.150096000000001,564.5322719999999,1966714.7012592,570620.5053912001,4.2672,1.95072,2,27.46491840000001,3,us-101
12,2482,7613,11188477402,9.140952,568.9092,1966718.0077296004,570617.6363088001,4.2672,1.95072,2,24.2828064,3,us-101
13,2482,7628,11188477417,9.649968,578.4890640000001,1966725.026664,570610.884684,4.2672,1.95072,2,18.533059200000004,3,us-101
14,2482,7635,11188477424,9.55548,581.45172,1966727.3397912,570609.0470448001,4.2672,1.95072,2,11.2361472,3,us-101
15,2482,7642,11188477431,9.485375999999999,583.545696,1966728.9756528,570607.752864,4.2672,1.95072,2,10.9728,3,us-101
