,Vehicle_ID,Frame_ID,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,Lane_ID,Location
0,1888,5713,11188475502,12.289536,391.037064,1966581.9678696003,570732.3127368,3.81,1.524,2,49.3446816,4,us-101
1,1888,5731,11188475520,12.347448,415.680144,1966600.5436008,570716.0379408001,3.81,1.524,2,49.267872,4,us-101
2,1888,5733,11188475522,12.320016,418.417248,1966602.603744,570714.2783304001,3.81,1.524,2,50.6833632,4,us-101
3,1888,5735,11188475524,12.259056,421.33723200000003,1966604.836404,570712.4184408,3.81,1.524,2,54.44703360000001,4,us-101
4,1888,5742,11188475531,12.003024000000002,432.48986400000007,1966613.4308496,570705.2800248,3.81,1.524,2,57.3109344,4,us-101
5,1888,5746,11188475535,11.935968,438.582816,1966618.0129080003,570701.349324,3.81,1.524,2,52.41706560000001,4,us-101
6,1888,5749,11188475538,11.939016,442.880496,1966621.2398256003,570698.507064,3.81,1.524,2,51.3307584,4,us-101
7,1888,5750,11188475539,11.923776,444.30696000000006,1966622.3221704,570697.5734616,3.81,1.524,2,51.12227520000001,4,us-101
8,1888,5773,11188475562,9.50976,477.07295999999997,1966648.6005024,570677.7276288001,3.81,1.524,2,51.956208,3,us-101
9,1888,5774,11188475563,9.464039999999999,478.51161600000006,1966649.7130224,570676.825116,3.81,1.524,2,51.72577920000001,3,us-101
10,1888,5797,11188475586,7.373112000000001,511.597656,1966675.908144,570656.7141071999,3.81,1.524,2,54.28244160000001,3,us-101
11,1888,5798,11188475587,7.296912000000002,513.1155600000002,1966677.0959496,570655.7524632,3.81,1.524,2,54.567734400000006,3,us-101
12,1888,5801,11188475590,6.931152,517.67232,1966680.7309944,570652.9888415999,3.81,1.524,2,55.335830400000006,2,us-101
13,1888,5810,11188475599,6.403848000000001,532.0619280000001,1966691.9890871998,570643.7957688001,3.81,1.524,2,57.47552640000001,2,us-101
14,1888,5821,11188475610,6.361176,549.0697680000002,1966704.8912711998,570632.754084,3.81,1.524,2,56.60867520000001,2,us-101
15,1888,5835,11188475624,6.352032,570.683136,1966721.1721632,570618.5784455999,3.81,1.524,2,55.6650144,2,us-101
16,1888,5876,11188475665,6.412992,623.730528,1966761.9678144,570584.3350800001,3.81,1.524,2,38.3828544,2,us-101
17,1888,5879,11188475668,6.376416000000001,626.909592,1966764.4720512,570582.3419928,3.81,1.524,2,37.680595200000006,2,us-101
18,1888,5884,11188475673,6.364224,632.191776,1966768.6456776003,570579.0205872001,3.81,1.524,2,38.4048,2,us-101
19,1888,5887,11188475676,6.364224,635.392176,1966771.1499143997,570577.0278048001,3.81,1.524,2,38.4048,2,us-101
20,1888,5890,11188475679,6.364224,638.592576,1966773.6541512,570575.0350224001,3.81,1.524,2,38.3828544,2,us-101
21,1888,5891,11188475680,6.364224,639.656328,1966774.4889983998,570574.3708632,3.81,1.524,2,38.3828544,2,us-101
22,1888,5894,11188475683,6.358128,642.8719679999999,1966777.00116,570572.3780808001,3.81,1.524,2,39.392352,2,us-101
23,1882,5714,11188475503,5.16636,382.831848,1966580.4926376003,570743.076444,3.3528,1.2192,2,35.1019872,2,us-101
24,1882,5726,11188475515,5.123688,394.840968,1966589.5470264,570735.1961448,3.3528,1.2192,2,37.9878336,2,us-101
25,1882,5753,11188475542,5.215128,426.375576,1966613.2836312,570714.4032984001,3.3528,1.2192,2,49.4105184,2,us-101
26,1882,5761,11188475550,5.233416000000001,437.378856,1966621.5373104,570707.1728328001,3.3528,1.2192,2,49.432464,2,us-101
27,1882,5763,11188475552,5.22732,440.119008,1966623.6008064,570705.3653688001,3.3528,1.2192,2,49.3556544,2,us-101
28,1882,5780,11188475569,5.178552,465.25891200000007,1966642.51578,570688.7961360001,3.3528,1.2192,2,54.973728,2,us-101
29,1882,5789,11188475578,5.300472,479.70948,1966653.3459336003,570679.1845728001,3.3528,1.2192,2,58.5508608,2,us-101
30,1882,5805,11188475594,5.337048000000001,505.62662400000005,1966672.8165576,570662.2148328001,3.3528,1.2192,2,59.96635200000001,2,us-101
31,1882,5808,11188475597,5.263896,510.643632,1966676.6073552,570658.918116,3.3528,1.2192,2,60.37234560000001,2,us-101
32,1882,5810,11188475599,5.21208,513.996432,1966679.1393288,570656.720508,3.3528,1.2192,2,60.33942720000001,2,us-101
33,1882,5819,11188475608,5.050536,528.977352,1966690.5339720002,570646.8309672,3.3528,1.2192,2,60.185807999999994,2,us-101
34,1882,5823,11188475612,5.087112,535.643328,1966695.5622576,570642.4598304001,3.3528,1.2192,2,58.5179424,2,us-101
35,1882,5843,11188475632,5.102352,566.65368,1966718.9626680003,570622.1616744001,3.3528,1.2192,2,56.11489920000001,2,us-101
36,1882,5853,11188475642,5.30352,582.719688,1966731.0507312,570611.4766056,3.3528,1.2192,2,52.41706560000001,2,us-101
37,1882,5871,11188475660,4.794504000000001,605.125536,1966748.5709400002,570597.346992,3.3528,1.2192,2,40.1933664,2,us-101
38,1882,5879,11188475668,4.6908720000000015,613.964736,1966755.4874616,570591.8429135999,3.3528,1.2192,2,40.270176000000006,2,us-101
39,1882,5892,11188475681,4.949952,628.083072,1966766.3048136004,570582.6928176,3.3528,1.2192,2,40.97243520000001,2,us-101
40,1882,5894,11188475683,5.254752,630.38736,1966767.9275688,570581.0118456,3.3528,1.2192,2,41.6198304,2,us-101
41,1882,5900,11188475689,6.031992,637.178304,1966772.75682,570576.1743648001,3.3528,1.2192,2,37.757404799999996,2,us-101
42,1882,5902,11188475691,6.050280000000001,639.2113200000001,1966774.3314168004,570574.8966432001,3.3528,1.2192,2,36.59428800000001,2,us-101
43,1903,5715,11188475504,14.987016,360.663744,1966557.3449064,570750.3008136,3.048,1.6764,2,43.89120000000001,5,us-101
44,1903,5720,11188475509,14.977872,366.759744,1966561.9351944001,570746.2896455999,3.048,1.6764,2,43.89120000000001,5,us-101
45,1903,5725,11188475514,14.968728,372.8466,1966566.5254823999,570742.2784776,3.048,1.6764,2,44.0887104,5,us-101
46,1903,5735,11188475524,15.264384,386.468112,1966576.5713856,570733.0854048,3.048,1.6764,2,49.9042944,5,us-101
47,1903,5743,11188475532,15.258288000000002,397.422624,1966584.8244551998,570725.859816,3.048,1.6764,2,48.86187840000001,5,us-101
48,1903,5756,11188475545,15.313151999999999,415.31438399999996,1966598.3173416,570714.0405864001,3.048,1.6764,2,50.7821184,5,us-101
49,1903,5769,11188475558,15.374112,434.42534400000005,1966612.6469040003,570701.4880080001,3.048,1.6764,2,54.359251199999996,5,us-101
50,1903,5774,11188475563,15.364968,441.917328,1966618.264368,570696.5609159999,3.048,1.6764,2,53.43753600000001,5,us-101
51,1903,5777,11188475566,15.233904,446.34912,1966621.6711176003,570693.7363344001,3.048,1.6764,2,54.27146880000001,5,us-101
52,1903,5782,11188475571,14.331695999999999,454.14895199999995,1966628.1243432,570689.264004,3.048,1.6764,2,56.8500768,5,us-101
53,1903,5789,11188475578,13.170407999999998,465.23148,1966637.2150031999,570682.8138264001,3.048,1.6764,2,58.02416640000001,4,us-101
54,1903,5793,11188475582,13.167360000000002,471.766392,1966642.1747088004,570678.458844,3.048,1.6764,2,59.768841599999995,4,us-101
55,1903,5829,11188475618,12.746736,529.233384,1966685.7190464002,570640.8203112,3.048,1.6764,2,54.359251199999996,4,us-101
56,1903,5844,11188475633,12.835128,552.004992,1966702.832652,570625.9603968001,3.048,1.6764,2,51.37464960000001,4,us-101
57,1903,5857,11188475646,12.786360000000002,569.6071919999999,1966716.1347336003,570614.4334704,3.048,1.6764,2,49.52024640000001,4,us-101
58,1903,5860,11188475649,12.865608000000002,573.880488,1966719.3107496,570611.5625591999,3.048,1.6764,2,50.3541792,4,us-101
59,1903,5874,11188475663,11.731752000000002,590.446368,1966732.7850432,570601.574568,3.048,1.6764,2,40.654224,4,us-101
60,1903,5905,11188475694,10.137648,623.6208,1966759.5260616003,570581.5193376,3.048,1.6764,2,38.51452800000001,3,us-101
61,1903,5907,11188475696,10.101072,625.7574480000002,1966761.2064240002,570580.1995535999,3.048,1.6764,2,37.636703999999995,3,us-101
62,1870,5716,11188475505,1.932432,386.967984,1966585.7342832,570742.7832264,3.3528,1.8288,2,24.6558816,1,us-101
63,1870,5718,11188475507,1.929384,388.28472000000005,1966586.7257976003,570741.9154608,3.3528,1.8288,2,22.9550976,1,us-101
64,1870,5724,11188475513,1.9263360000000005,391.951464,1966589.4842376004,570739.505712,3.3528,1.8288,2,21.9456,1,us-101
65,1870,5727,11188475516,1.9263360000000005,393.7802640000001,1966590.8601048,570738.3005328,3.3528,1.8288,2,21.9456,1,us-101
66,1870,5729,11188475518,1.9263360000000005,394.9994640000001,1966591.7769432,570737.49708,3.3528,1.8288,2,21.9456,1,us-101
67,1870,5731,11188475520,1.923288,396.2186640000001,1966592.6940864,570736.6939320001,3.3528,1.8288,2,21.9456,1,us-101
68,1870,5732,11188475521,1.923288,396.8282640000001,1966593.1528104001,570736.2922056,3.3528,1.8288,2,21.9456,1,us-101
69,1870,5751,11188475540,1.9568159999999999,408.40152000000006,1966601.8652136,570728.6603184,3.3528,1.8288,2,21.9456,1,us-101
70,1870,5801,11188475590,2.017776,446.05651200000005,1966630.1805240002,570703.8566088,3.3528,1.8288,2,32.92937280000001,1,us-101
71,1870,5805,11188475594,1.953768,449.71106399999996,1966632.9612143997,570701.4937991999,3.3528,1.8288,2,33.313420799999996,1,us-101
72,1870,5809,11188475598,1.9994880000000002,453.52106399999997,1966635.8022552,570698.9356128001,3.3528,1.8288,2,34.871558400000005,1,us-101
73,1870,5827,11188475616,1.667256,472.41561600000006,1966650.21198,570686.7094752,3.3528,1.8288,2,39.041222399999995,1,us-101
74,1870,5828,11188475617,1.679448,473.50375199999996,1966651.0279296003,570685.98588,3.3528,1.8288,2,39.78737279999999,1,us-101
75,1870,5841,11188475630,2.16408,487.996992,1966661.6697168003,570676.1204184,3.3528,1.8288,2,38.50355520000001,1,us-101
76,1870,5842,11188475631,2.1671280000000004,489.063792,1966662.4685976002,570675.4269984,3.3528,1.8288,2,38.997331200000005,1,us-101
77,1870,5856,11188475645,2.139696,505.87046399999997,1966675.1357808,570664.4328624001,3.3528,1.8288,2,44.11065600000001,1,us-101
78,1870,5885,11188475674,1.908048,541.4375759999999,1966702.0337711999,570641.0879256,3.3528,1.8288,2,47.0952576,1,us-101
79,1870,5888,11188475677,1.929384,545.351208,1966704.9805776,570638.5303488001,3.3528,1.8288,2,47.2598496,1,us-101
80,1904,5711,11188475500,8.805672000000003,343.71381600000007,1966548.66786,570766.0793952,3.3528,1.2192,2,43.89120000000001,3,us-101
81,1904,5715,11188475504,8.814816,348.590616,1966552.3403952,570762.870156,3.3528,1.2192,2,43.89120000000001,3,us-101
